season,sport,conference,conference_code,team,player_name,first_name,last_name,position,team_code,name,checkname,linkup_name,games_played,games_started,uniform,year,team_name,team_id,sdrm_id,goal_stats_shootout_goals,goal_stats_free_positiong_goals,goal_stats_game_tying_goals,goal_stats_empty_net_goals,goal_stats_overtime_goals,goal_stats_first_goals,goal_stats_unassisted_goals,goal_stats_short_handed_goals,goal_stats_power_play_goals,goal_stats_game_winning_goals,penalty_stats_number,penalty_stats_minutes,penalty_stats_fouls,penalty_stats_green_cards,penalty_stats_yellow_cards,penalty_stats_red_cards,penalty_stats_match,penalty_stats_major,penalty_stats_minor,misc_stats_powerplay_opps,misc_stats_powerplay_goals,misc_stats_faceoffs_won,misc_stats_faceoffs_lost,misc_stats_ground_balls,misc_stats_draw_controls,misc_stats_turnovers,misc_stats_caused_turnovers,misc_stats_minutes_played,misc_stats_seconds,misc_stats_faceoffs_taken,misc_stats_penalty_killing_pct,goalie_stats_games_played,goalie_stats_minutes,goalie_stats_goals_allowed,goalie_stats_saves,goalie_stats_shutouts,goalie_stats_win,goalie_stats_loss,goalie_stats_tie,goalie_stats_powerplay_goals_allowed,goalie_stats_shorthanded_goals_allowed,goalie_stats_emptynet_goals_allowed,goalie_stats_shots_faced,goalie_stats_goals_against_avg,goalie_stats_save_pct,shot_stats_shots_on_goal,shot_stats_shots,shot_stats_free_position_shots,shot_stats_points,shot_stats_assists,shot_stats_goals,shot_stats_shots_on_goal_pct,avg_points_game,goalie_stats,goal_stats,penalty_stats,misc_stats,shot_stats,composite_score,global_rank,rating
2026-27,mlax,Landmark Conference,landmark_conference,Juniata,Brayden Yeager,Brayden,Yeager,,325,Brayden Yeager,"YEAGER,BRAYDEN",YEAGERBRAYDENJUNIATA,16,11,,,Juniata,JUNIATA,0,0,0,0,0,0,0,9,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,39,0,58,11,657:00,37,0,1.000,,,,,,,,,,,,,,,38,65,0,46,34,12,.585,2.88,,,,,,9.71970995708128,12,96
2026-27,mlax,Landmark Conference,landmark_conference,Elizabethtown,Jay Rodriguez,Jay,Rodriguez,,211,Jay Rodriguez,"RODRIGUEZ,JAY",RODRIGUEZJAYETOWN,19,19,,,Elizabethtown,ETOWN,993-6113,0,0,0,0,0,3,17,1,1,1,0,0,0,0,0,0,0,0,4,0,0,0,0,37,0,29,2,1141:00,20,0,1.000,,,,,,,,,,,,,,,73,116,0,54,13,41,.629,2.84,,,,,,9.233164486498229,13,95
2026-27,mlax,Landmark Conference,landmark_conference,Wilkes,Austin Sosnovik,Austin,Sosnovik,,784,Austin Sosnovik,"SOSNOVIK,AUSTIN",SOSNOVIKAUSTINWILKES,17,17,,,Wilkes,WILKES,1002-4200,0,0,0,0,0,1,4,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,26,0,24,7,1013:00,49,0,1.000,,,,,,,,,,,,,,,43,73,0,47,34,13,.589,2.76,,,,,,8.86760155100241,14,95
2026-27,mlax,Landmark Conference,landmark_conference,Catholic,Steven Dezelic,Steven,Dezelic,,124,Steven Dezelic,"DEZELIC,STEVEN",DEZELICSTEVENCATHOLIC,19,19,,,Catholic,CATHOLIC,1049-2704,0,0,0,0,0,1,7,0,2,4,0,0,0,0,0,0,0,3,1,0,0,0,0,35,0,32,3,1132:00,54,0,1.000,,,,,,,,,,,,,,,67,118,0,49,17,32,.568,2.58,,,,,,8.506625893069168,15,95
2026-27,mlax,Landmark Conference,landmark_conference,Drew,Nick Carabetta,Nick,Carabetta,,190,Nick Carabetta,"CARABETTA,NICK",CARABETTANICKDREW,16,15,,,Drew,DREW,1050-4707,0,0,0,0,0,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,19,11,889:00,28,0,1.000,,,,,,,,,,,,,,,42,68,0,38,23,15,.618,2.38,,,,,,8.096304662625684,16,95
2026-27,mlax,Landmark Conference,landmark_conference,Susquehanna,Matt Chubenko,Matt,Chubenko,,685,Matt Chubenko,"CHUBENKO,MATT",CHUBENKOMATTSUSQUEHA,19,14,,,Susquehanna,SUSQUEHA,1054-5113,0,0,0,0,0,3,21,0,4,2,0,0,0,0,0,0,1,1,2,0,0,0,0,27,0,22,5,843:00,23,0,1.000,,,,,,,,,,,,,,,70,137,0,47,8,39,.511,2.47,,,,,,7.780046225015455,17,95
2026-27,mlax,Landmark Conference,landmark_conference,Drew,Joost van der horst,Joost van der,horst,,190,Joost van der horst,"HORST,JOOST VAN DER",HORSTJOOSTVANDERDREW,16,16,,,Drew,DREW,1050-4852,0,0,0,0,0,1,10,0,5,0,0,0,0,0,0,0,0,1,2,0,0,0,0,28,0,24,4,949:00,28,0,1.000,,,,,,,,,,,,,,,62,98,0,46,14,32,.633,2.88,,,,,,7.710057193937394,18,94
2026-27,mlax,Landmark Conference,landmark_conference,Scranton,Jason Kozak,Jason,Kozak,,633,Jason Kozak,"KOZAK,JASON",KOZAKJASONSCRANTON,19,18,,,Scranton,SCRANTON,1056-742,0,0,0,0,0,1,10,0,1,1,0,0,0,0,0,0,0,1,2,0,0,0,0,15,0,26,4,1087:00,117,0,1.000,,,,,,,,,,,,,,,43,78,0,46,22,24,.551,2.42,,,,,,7.458872052295643,19,94
2026-27,mlax,Landmark Conference,landmark_conference,Scranton,Chase Ritcey,Chase,Ritcey,,633,Chase Ritcey,"RITCEY,CHASE",RITCEYCHASESCRANTON,18,17,,,Scranton,SCRANTON,1056-2871,0,0,0,0,0,1,8,0,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,46,0,15,9,1017:00,65,0,1.000,,,,,,,,,,,,,,,50,82,0,38,9,29,.610,2.11,,,,,,7.45015461998835,20,94
2026-27,mlax,Landmark Conference,landmark_conference,Catholic,Ryan Carickhoff,Ryan,Carickhoff,,124,Ryan Carickhoff,"CARICKHOFF,RYAN",CARICKHOFFRYANCATHOLIC,17,15,,,Catholic,CATHOLIC,1049-3323,0,0,0,0,0,2,13,0,3,1,0,0,0,0,0,0,0,1,1,0,0,0,0,24,0,18,1,892:00,54,0,1.000,,,,,,,,,,,,,,,71,109,0,46,12,34,.651,2.71,,,,,,7.0971512734611295,21,94
2026-27,mlax,Landmark Conference,landmark_conference,Wilkes,Tim Hartka,Tim,Hartka,,784,Tim Hartka,"HARTKA,TIM",HARTKATIMWILKES,17,17,,,Wilkes,WILKES,1002-3964,0,0,0,0,0,1,8,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,20,0,33,4,1013:00,49,0,1.000,,,,,,,,,,,,,,,64,109,0,43,16,27,.587,2.53,,,,,,6.9120846598884365,22,94
2026-27,mlax,Landmark Conference,landmark_conference,Catholic,Cullen Lotz,Cullen,Lotz,,124,Cullen Lotz,"LOTZ,CULLEN",LOTZCULLENCATHOLIC,18,18,,,Catholic,CATHOLIC,1049-3064,0,0,0,0,0,2,11,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,12,0,14,1,1072:00,54,0,1.000,,,,,,,,,,,,,,,45,76,0,46,19,27,.592,2.56,,,,,,6.852419670993737,23,94
2026-27,mlax,Landmark Conference,landmark_conference,Moravian,Ryan Kokoszka,Ryan,Kokoszka,,443,Ryan Kokoszka,"KOKOSZKA,RYAN",KOKOSZKARYANMOR,17,17,,,Moravian,MOR,0,0,0,0,0,0,0,6,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,14,8,1020:00,2,0,1.000,,,,,,,,,,,,,,,45,68,0,39,11,28,.662,2.29,,,,,,6.73201574659321,24,94
2026-27,mlax,Landmark Conference,landmark_conference,Drew,Yaneik Gallego,Yaneik,Gallego,,190,Yaneik Gallego,"GALLEGO,YANEIK",GALLEGOYANEIKDREW,16,5,,,Drew,DREW,1050-4846,0,0,0,0,0,2,14,0,5,2,0,0,0,0,0,0,0,3,2,0,0,0,0,25,0,32,5,289:00,28,0,1.000,,,,,,,,,,,,,,,69,139,0,40,14,26,.496,2.50,,,,,,6.6279101750242155,25,94
2026-27,mlax,Landmark Conference,landmark_conference,Elizabethtown,Finn Kristan,Finn,Kristan,,211,Finn Kristan,"KRISTAN,FINN",KRISTANFINNETOWN,19,19,,,Elizabethtown,ETOWN,993-5936,0,0,0,0,0,0,8,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,16,0,16,3,1141:00,20,0,1.000,,,,,,,,,,,,,,,63,105,0,42,15,27,.600,2.21,,,,,,6.408334015238344,26,93
2026-27,mlax,Landmark Conference,landmark_conference,Drew,Riley Zeer,Riley,Zeer,,190,Riley Zeer,"ZEER,RILEY",ZEERRILEYDREW,15,13,,,Drew,DREW,1050-4570,0,0,0,0,0,0,7,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,18,4,769:00,28,0,1.000,,,,,,,,,,,,,,,51,90,0,39,14,25,.567,2.60,,,,,,6.117705991199766,27,93
2026-27,mlax,Landmark Conference,landmark_conference,Elizabethtown,Brent Wehland,Brent,Wehland,,211,Brent Wehland,"WEHLAND,BRENT",WEHLANDBRENTETOWN,19,18,,,Elizabethtown,ETOWN,993-5789,0,0,0,0,0,1,9,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,17,0,14,3,1081:00,20,1,1.000,,,,,,,,,,,,,,,52,84,0,40,12,28,.619,2.11,,,,,,5.984140393593345,28,93
2026-27,mlax,Landmark Conference,landmark_conference,Wilkes,Stone Sosnovik,Stone,Sosnovik,,784,Stone Sosnovik,"SOSNOVIK,STONE",SOSNOVIKSTONEWILKES,17,2,,,Wilkes,WILKES,1002-4431,0,0,0,0,0,1,9,0,7,1,0,0,0,0,0,0,0,0,1,0,0,2,13,19,0,10,4,114:00,6,15,1.000,,,,,,,,,,,,,,,62,120,0,39,8,31,.517,2.29,,,,,,5.877047666700267,29,93
2026-27,mlax,Landmark Conference,landmark_conference,Goucher,Eli Jean-Jacques,Eli,Jean-Jacques,,1467,Eli Jean-Jacques,"JEAN-JACQUES,ELI",JEAN-JACQUESELIGOUCHER,16,16,,,Goucher,GOUCHER,0,0,0,0,0,0,1,4,0,2,0,0,0,0,0,0,0,0,1,3,0,0,0,0,15,0,19,4,949:00,89,0,1.000,,,,,,,,,,,,,,,36,66,0,37,19,18,.545,2.31,,,,,,5.721706787458662,30,93
2026-27,mlax,Landmark Conference,landmark_conference,Susquehanna,Jimmy Maro,Jimmy,Maro,,685,Jimmy Maro,"MARO,JIMMY",MAROJIMMYSUSQUEHA,19,10,,,Susquehanna,SUSQUEHA,1054-3930,0,0,0,0,0,0,9,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,23,0,23,4,603:00,23,0,1.000,,,,,,,,,,,,,,,46,83,0,35,15,20,.554,1.84,,,,,,5.543434898884288,31,93
2026-27,mlax,Landmark Conference,landmark_conference,Scranton,Brian Kraemer,Brian,Kraemer,,633,Brian Kraemer,"KRAEMER,BRIAN",KRAEMERBRIANSCRANTON,17,13,,,Scranton,SCRANTON,1056-2682,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,1,0,0,0,1,0,19,0,12,10,785:00,59,1,1.000,,,,,,,,,,,,,,,33,56,0,31,12,19,.589,1.82,,,,,,5.328642550980508,32,93
2026-27,mlax,Landmark Conference,landmark_conference,Scranton,Brendan Donohue,Brendan,Donohue,,633,Brendan Donohue,"DONOHUE,BRENDAN",DONOHUEBRENDANSCRANTON,19,19,,,Scranton,SCRANTON,1056-2476,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,20,1,1147:00,117,0,1.000,,,,,,,,,,,,,,,36,55,0,35,20,15,.655,1.84,,,,,,5.005088301135653,33,93
2026-27,mlax,Landmark Conference,landmark_conference,Juniata,Zane Kromer,Zane,Kromer,,325,Zane Kromer,"KROMER,ZANE",KROMERZANEJUNIATA,16,12,,,Juniata,JUNIATA,0,0,0,0,0,0,2,5,0,3,1,0,0,0,0,0,0,0,4,1,0,0,0,0,25,0,43,4,723:00,31,0,1.000,,,,,,,,,,,,,,,59,107,0,33,4,29,.551,2.06,,,,,,4.891490031088506,34,92
2026-27,mlax,Landmark Conference,landmark_conference,Susquehanna,Gabe Broome,Gabe,Broome,,685,Gabe Broome,"BROOME,GABE",BROOMEGABESUSQUEHA,19,4,,,Susquehanna,SUSQUEHA,1054-4727,0,0,0,0,0,0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,70,0,21,15,245:00,20,3,1.000,,,,,,,,,,,,,,,24,48,0,15,4,11,.500,0.79,,,,,,4.830515532558611,35,92
2026-27,mlax,Landmark Conference,landmark_conference,Lycoming,Samuel Hall,Samuel,Hall,,373,Samuel Hall,"HALL,SAMUEL",HALLSAMUELLYCO,15,15,,,Lycoming,LYCO,996-9517,0,0,0,0,0,0,11,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,28,0,38,8,886:00,76,1,1.000,,,,,,,,,,,,,,,52,86,0,28,5,23,.605,1.87,,,,,,4.650479591409986,36,92
2026-27,mlax,Landmark Conference,landmark_conference,Susquehanna,Drew Filipovits,Drew,Filipovits,,685,Drew Filipovits,"FILIPOVITS,DREW",FILIPOVITSDREWSUSQUEHA,19,18,,,Susquehanna,SUSQUEHA,1054-4726,0,0,0,0,0,3,6,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,28,0,17,6,1083:00,23,0,1.000,,,,,,,,,,,,,,,33,44,0,28,11,17,.750,1.47,,,,,,4.593663346974299,37,92
2026-27,mlax,Landmark Conference,landmark_conference,Drew,Joseph Carabetta,Joseph,Carabetta,,190,Joseph Carabetta,"CARABETTA,JOSEPH",CARABETTAJOSEPHDREW,16,14,,,Drew,DREW,1050-4706,0,0,0,0,0,0,5,0,6,2,0,0,0,0,0,0,0,0,1,0,0,0,0,38,0,8,8,840:00,0,0,1.000,,,,,,,,,,,,,,,36,83,0,24,7,17,.434,1.50,,,,,,4.389045885115173,38,92
2026-27,mlax,Landmark Conference,landmark_conference,Goucher,Scott Tayman,Scott,Tayman,,1467,Scott Tayman,"TAYMAN,SCOTT",TAYMANSCOTTGOUCHER,17,16,,,Goucher,GOUCHER,0,0,0,0,0,0,0,11,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,11,0,21,4,945:00,89,0,1.000,,,,,,,,,,,,,,,32,76,0,31,14,17,.421,1.82,,,,,,4.303577668878102,39,92
2026-27,mlax,Landmark Conference,landmark_conference,Goucher,Milan Temple,Milan,Temple,,1467,Milan Temple,"TEMPLE,MILAN",TEMPLEMILANGOUCHER,17,17,,,Goucher,GOUCHER,0,0,0,0,0,0,0,8,0,1,0,0,0,0,0,0,0,0,2,4,0,0,12,13,23,0,21,2,1009:00,89,25,1.000,,,,,,,,,,,,,,,61,110,0,30,6,24,.555,1.76,,,,,,4.075422487650009,40,92
2026-27,mlax,Landmark Conference,landmark_conference,Juniata,Liam Walsh,Liam,Walsh,,325,Liam Walsh,"WALSH,LIAM",WALSHLIAMJUNIATA,16,12,,,Juniata,JUNIATA,0,0,0,0,0,0,1,9,1,2,0,0,0,0,0,0,0,1,8,2,0,0,0,0,24,0,35,7,714:00,6,0,1.000,,,,,,,,,,,,,,,60,111,0,26,5,21,.541,1.63,,,,,,3.9983210193002545,41,92
2026-27,mlax,Landmark Conference,landmark_conference,Juniata,Sterling Bechler,Sterling,Bechler,,325,Sterling Bechler,"BECHLER,STERLING",BECHLERSTERLINGJUNIATA,12,3,,,Juniata,JUNIATA,0,0,0,0,0,0,0,7,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,30,4,180:00,0,0,1.000,,,,,,,,,,,,,,,53,122,0,28,8,20,.434,2.33,,,,,,3.9962584703671635,42,91
2026-27,mlax,Landmark Conference,landmark_conference,Susquehanna,Nick Remund,Nick,Remund,,685,Nick Remund,"REMUND,NICK",REMUNDNICKSUSQUEHA,18,15,,,Susquehanna,SUSQUEHA,1054-3931,0,0,0,0,0,0,7,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,21,0,24,5,903:00,23,0,1.000,,,,,,,,,,,,,,,40,88,0,26,10,16,.455,1.44,,,,,,3.788312851441414,43,91
2026-27,mlax,Landmark Conference,landmark_conference,Susquehanna,Reese Ackerman,Reese,Ackerman,,685,Reese Ackerman,"ACKERMAN,REESE",ACKERMANREESESUSQUEHA,11,8,,,Susquehanna,SUSQUEHA,1054-4724,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,12,0,7,4,480:00,0,0,1.000,,,,,,,,,,,,,,,23,39,0,26,12,14,.590,2.36,,,,,,3.36724461190415,44,91
2026-27,mlax,Landmark Conference,landmark_conference,Juniata,Max Young,Max,Young,,325,Max Young,"YOUNG,MAX",YOUNGMAXJUNIATA,14,4,,,Juniata,JUNIATA,0,0,0,0,0,0,1,3,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,41,0,27,11,234:00,6,0,1.000,,,,,,,,,,,,,,,26,44,0,15,8,7,.591,1.07,,,,,,3.2917908280551176,45,91
2026-27,mlax,Landmark Conference,landmark_conference,Lycoming,Brogan Wooley,Brogan,Wooley,,373,Brogan Wooley,"WOOLEY,BROGAN",WOOLEYBROGANLYCO,15,15,,,Lycoming,LYCO,996-9175,0,0,0,0,0,0,6,0,2,0,0,0,0,0,0,0,0,3,2,0,0,0,0,12,0,29,0,886:00,76,0,1.000,,,,,,,,,,,,,,,37,58,0,27,16,11,.638,1.80,,,,,,3.167815265167272,46,91
2026-27,mlax,Landmark Conference,landmark_conference,Scranton,Colin Giarrusso,Colin,Giarrusso,,633,Colin Giarrusso,"GIARRUSSO,COLIN",GIARRUSSOCOLINSCRANTON,19,0,,,Scranton,SCRANTON,1056-2681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,44,0,4,22,00:00,0,0,1.000,,,,,,,,,,,,,,,1,2,0,6,5,1,.500,0.32,,,,,,3.090957278238214,47,91
2026-27,mlax,Landmark Conference,landmark_conference,Drew,Josef Zengerle,Josef,Zengerle,,190,Josef Zengerle,"ZENGERLE,JOSEF",ZENGERLEJOSEFDREW,16,14,,,Drew,DREW,1050-4851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,5,0,0,0,0,27,0,10,35,829:00,28,0,1.000,,,,,,,,,,,,,,,0,0,0,1,1,0,.000,0.06,,,,,,3.043464807983174,48,91
2026-27,mlax,Landmark Conference,landmark_conference,Juniata,Landon Heddens,Landon,Heddens,,325,Landon Heddens,"HEDDENS,LANDON",HEDDENSLANDONJUNIATA,16,16,,,Juniata,JUNIATA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,3,0,0,11,38,59,0,36,24,957:00,37,49,1.000,,,,,,,,,,,,,,,4,5,0,1,0,1,.800,0.06,,,,,,2.8705730642162997,49,91
2026-27,mlax,Landmark Conference,landmark_conference,Scranton,Cooper Roberts,Cooper,Roberts,,633,Cooper Roberts,"ROBERTS,COOPER",ROBERTSCOOPERSCRANTON,18,11,,,Scranton,SCRANTON,1056-2672,0,0,0,0,0,3,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,8,2,670:00,92,0,1.000,,,,,,,,,,,,,,,25,39,0,25,9,16,.641,1.39,,,,,,2.8673535409080015,50,90
2026-27,mlax,Landmark Conference,landmark_conference,Scranton,Myles McCutcheon,Myles,McCutcheon,,633,Myles McCutcheon,"MCCUTCHEON,MYLES",MCCUTCHEONMYLESSCRANTON,13,6,,,Scranton,SCRANTON,1056-2473,0,0,0,0,0,2,7,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,0,4,0,362:00,18,0,1.000,,,,,,,,,,,,,,,30,43,0,27,10,17,.698,2.08,,,,,,2.8074228437196402,51,90
2026-27,mlax,Landmark Conference,landmark_conference,Drew,Kullen Mcdermott,Kullen,Mcdermott,,190,Kullen Mcdermott,"MCDERMOTT,KULLEN",MCDERMOTTKULLENDREW,16,3,,,Drew,DREW,1050-4850,0,0,0,0,0,0,1,0,8,1,0,0,0,0,0,0,0,0,3,0,0,0,0,17,0,17,4,169:00,28,0,1.000,,,,,,,,,,,,,,,28,48,0,22,9,13,.583,1.38,,,,,,2.738964944987347,52,90
2026-27,mlax,Landmark Conference,landmark_conference,Wilkes,Blaine Snyder,Blaine,Snyder,,784,Blaine Snyder,"SNYDER,BLAINE",SNYDERBLAINEWILKES,17,11,,,Wilkes,WILKES,1002-4294,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,1,3,0,0,0,0,17,0,18,0,659:00,43,0,1.000,,,,,,,,,,,,,,,39,74,0,25,8,17,.527,1.47,,,,,,2.7359779737446845,53,90
2026-27,mlax,Landmark Conference,landmark_conference,Catholic,Alejandro Masferrer,Alejandro,Masferrer,,124,Alejandro Masferrer,"MASFERRER,ALEJANDRO",MASFERRERALEJANDROCATHOLIC,18,3,,,Catholic,CATHOLIC,1049-3321,0,0,0,0,0,0,8,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,9,0,14,0,180:00,0,0,1.000,,,,,,,,,,,,,,,38,52,0,26,8,18,.731,1.44,,,,,,2.5985528024843196,54,90
