season,sport,conference,conference_code,team,player_name,first_name,last_name,position,team_code,name,checkname,linkup_name,games_played,games_started,uniform,year,hitting_stats_at_bats,hitting_stats_runs,hitting_stats_hits,hitting_stats_runs_batted_in,hitting_stats_doubles,hitting_stats_triples,hitting_stats_home_runs,hitting_stats_walks,hitting_stats_intentional_walks,hitting_stats_hit_by_pitch,hitting_stats_strikeouts,hitting_stats_strikeouts_looking,hitting_stats_stolen_bases,hitting_stats_caught_stealing,hitting_stats_sacrifice_hits,hitting_stats_sacrifice_flies,hitting_stats_reached_on_catchers_interference,hitting_stats_reached_on_error,hitting_stats_reached_on_fielders_choice,hitting_stats_grounded_into_doubleplay,hitting_stats_picked_off,hitting_stats_total_double_plays,hitting_stats_total_triple_plays,hitting_stats_onbase_percentage,hitting_stats_total_bases,hitting_stats_total_plate_appearances,hitting_stats_stolen_base_attempts,hitting_stats_stolen_base_percentage,hitting_stats_batting_average,hitting_stats_slugging_percentage,fielding_stats_putouts,fielding_stats_assists,fielding_stats_errors,fielding_stats_passed_balls,fielding_stats_catchers_interference,fielding_stats_stolen_bases_against,fielding_stats_caught_stealing_by,fielding_stats_involved_in_double_plays,fielding_stats_involved_in_triple_plays,fielding_stats_total_chances,fielding_stats_fielding_percentage,fielding_stats_stolen_bases_against_attempts,fielding_stats_stolen_bases_against_percentage,pitching_stats_hits_allowed,pitching_stats_appearances,pitching_stats_games_started,pitching_stats_wins,pitching_stats_losses,pitching_stats_saves,pitching_stats_complete_games,pitching_stats_shutouts,pitching_stats_credit_for_combined_shutout,pitching_stats_games_finished,pitching_stats_innings_pitched,pitching_stats_runs_allowed,pitching_stats_earned_runs_allowed,pitching_stats_walks_allowed,pitching_stats_strikeouts,pitching_stats_doubles_allowed,pitching_stats_triples_allowed,pitching_stats_home_runs_allowed,pitching_stats_earned_run_average,pitching_stats_opponents_at_bats,pitching_stats_batters_faced,pitching_stats_wild_pitches,pitching_stats_hit_batters,pitching_stats_balks,pitching_stats_sacrifice_flies_allowed,pitching_stats_sacrifice_hits_allowed,pitching_stats_catchers_interference_allowed,pitching_stats_intentional_walks,pitching_stats_strikeouts_looking,pitching_stats_opponent_batting_average,hitting_summary_stats_times_reached_base_on_error,hitting_summary_stats_times_reached_base_on_fielders_choice,hitting_summary_stats_times_grouded_out,hitting_summary_stats_times_flied_out,hitting_summary_stats_hits_ab_with_2_outs,hitting_summary_stats_batting_avg_with_2_outs,hitting_summary_stats_hits_with_2_outs,hitting_summary_stats_ab_with_2_outs,hitting_summary_stats_hits_ab_with_runners_on_base,hitting_summary_stats_batting_avg_with_runners_on_base,hitting_summary_stats_hits_with_runners_on_base,hitting_summary_stats_ab_with_runners_on_base,hitting_summary_stats_hits_ab_with_runners_in_scoring_position,hitting_summary_stats_batting_avg_with_runners_in_scoring_position,hitting_summary_stats_hits_with_runners_in_scoring_position,hitting_summary_stats_ab_with_runners_in_scoring_position,hitting_summary_stats_hits_ab_vs_left_handed_pitchers,hitting_summary_stats_batting_avg_vs_left_handed_pitchers,hitting_summary_stats_hits_vs_left_handed_pitchers,hitting_summary_stats_ab_vs_left_handed_pitchers,hitting_summary_stats_hits_ab_vs_right_handed_pitchers,hitting_summary_stats_batting_avg_vs_right_handed_pitchers,hitting_summary_stats_hits_vs_right_handed_pitchers,hitting_summary_stats_ab_vs_right_handed_pitchers,hitting_summary_stats_success_opps_as_leadoff_batter_in_inning,hitting_summary_stats_success_opps_to_drive_in_runner_from_3rd_with_less_than_2_outs,hitting_summary_stats_number_of_runners_advanced_ab,hitting_summary_stats_hits_ab_with_bases_loaded,hitting_summary_stats_batting_avg_with_bases_loaded,hitting_summary_stats_hits_with_bases_loaded,hitting_summary_stats_ab_with_bases_loaded,hitting_summary_stats_hits_ab_as_pinch_hitter,hitting_summary_stats_batting_avg_as_pinch_hitter,hitting_summary_stats_hits_as_pinch_hitter,hitting_summary_stats_ab_as_pinch_hitter,hitting_summary_stats_times_advanced_at_least_1_runner_with_an_out,hitting_summary_stats_runners_left_on_base,hitting_summary_stats_two_out_rbis,pitching_summary_stats_fly_outs_allowed,pitching_summary_stats_ground_outs_allowed,pitching_summary_stats_runners_picked_off,pitching_summary_stats_success_opps_vs_leadoff_batters,pitching_summary_stats_hits_ab_with_runners_on_base,pitching_summary_stats_hits_ab_vs_left_handed_batters,pitching_summary_stats_hits_ab_vs_right_handed_batters,pitching_summary_stats_hits_ab_with_2_outs,team_name,team_id,sdrm_id,this_is_softball,pitching_stats,pitching_summary_stats
2026-27,softball,Presidents Athletic Conference (PAC),pac,Saint Vincent,Natalie Bizup,Natalie,Bizup,,30064,Natalie Bizup,0,0SVC,25,18,,,7,3,4,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.571,4,7,0,.000,.571,.571,5,27,3,0,0,8,2,1,0,35,.914,10,.800,153,1,18,10,4,0,7,2,0,0,98.1,71,44,13,16,43,4,2,3.13,438,470,2,1,0,4,13,0,0,4,.349,0,0,0,2,"0,1",0,0,1,"4,5",0.80,4,5,"4,5",0.80,4,5,"1,1",1.00,1,1,0,0,0,0,"0,1",0,"5,5",0,0,0,0,36,0,0,0,1,0,0,98,164,0,"50,101","80,256","13,37",0,"48,138",Saint Vincent,SVC,1315-4600,True,,
2026-27,softball,Presidents Athletic Conference (PAC),pac,Saint Vincent,Dakota Hershberger,Dakota,Hershberger,,30064,Dakota Hershberger,0,0SVC,24,17,,,58,12,15,10,8,1,2,3,0,0,24,3,0,0,1,0,0,0,0,0,0,0,0,0.295,31,62,0,.000,.259,.534,36,1,1,0,0,0,0,0,0,38,.974,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,10,9,"2,26",0.08,2,26,"9,41",0.22,9,41,"6,26",0.23,6,26,"1,2",0.50,1,2,0,0,0,0,"8,14","5,9","14,42",17,0,0,0,13,0,0,0,2,30,0,,,,,,,,,Saint Vincent,SVC,1315-4309,True,,
2026-27,softball,Presidents Athletic Conference (PAC),pac,Saint Vincent,Mya McHugh,Mya,McHugh,,30064,Mya McHugh,0,0SVC,24,5,,,7,1,1,1,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0.250,1,8,1,1.000,.143,.143,4,8,0,0,0,5,1,0,0,12,1.000,6,.833,70,1,4,3,3,0,2,0,0,0,55.0,38,28,16,16,17,3,5,3.56,232,256,3,4,0,2,2,0,0,3,.302,0,0,0,4,"0,2",0,0,2,"1,5",0.20,1,5,"1,2",0.50,1,2,"0,1",0,0,1,0,0,0,0,"0,1",0,"1,5",0,0,0,0,13,0,0,0,0,1,0,87,52,2,"21,53","38,123","4,8",0,"16,72",Saint Vincent,SVC,1315-4596,True,,
2026-27,softball,Presidents Athletic Conference (PAC),pac,Saint Vincent,Remmie Seitz,Remmie,Seitz,,30064,Remmie Seitz,0,0SVC,22,2,,,21,9,7,4,0,0,0,1,0,0,5,1,1,0,0,0,0,0,0,0,0,0,0,0.364,7,22,1,1.000,.333,.333,50,0,3,0,0,0,0,3,0,53,.943,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,5,2,"2,8",0.25,2,8,"5,16",0.31,5,16,"4,10",0.40,4,10,"0,1",0,0,1,0,0,0,0,"2,2","2,4","9,17","0,1",0,0,1,13,0,0,0,2,5,0,,,,,,,,,Saint Vincent,SVC,1315-4598,True,,
2026-27,softball,Presidents Athletic Conference (PAC),pac,Saint Vincent,Samantha Farrell,Samantha,Farrell,,30064,Samantha Farrell,0,0SVC,28,21,,,66,12,22,20,10,0,1,4,0,4,9,4,2,0,0,1,0,0,0,0,0,0,0,0.400,35,75,2,1.000,.333,.530,6,0,1,0,1,1,0,0,0,7,.857,1,1.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,13,21,"6,16",0.38,6,16,"13,47",0.28,13,47,"10,33",0.30,10,33,"3,9",0.33,3,9,0,0,0,0,"4,9","8,12","26,52",13,0,0,0,15,0,0,0,12,16,0,,,,,,,,,Saint Vincent,SVC,1315-4599,True,,
2026-27,softball,Presidents Athletic Conference (PAC),pac,Saint Vincent,A.J. Arnal,A.J.,Arnal,,30064,A.J. Arnal,0,0SVC,23,15,,,4,2,2,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.600,2,5,0,.000,.500,.500,4,18,2,0,0,18,1,1,0,24,.917,19,.947,119,1,15,6,8,1,5,0,0,0,80.0,74,59,36,39,18,3,6,5.16,359,405,7,3,0,1,6,0,0,13,.331,0,0,1,0,0,0,0,0,"2,4",0.50,2,4,"0,1",0,0,1,0,0,0,0,0,0,0,0,0,"2,2","4,5","0,1",0,0,1,11,0,0,0,3,0,0,72,119,0,"35,82","72,196","7,27",0,"47,124",Saint Vincent,SVC,1315-4145,True,,
2026-27,softball,Presidents Athletic Conference (PAC),pac,Saint Vincent,Anita Szymoniak,Anita,Szymoniak,,30064,Anita Szymoniak,0,0SVC,17,14,,,28,2,2,0,0,0,0,3,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0.161,2,31,0,.000,.071,.071,30,7,1,3,0,12,3,0,0,38,.974,15,.800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,12,10,"1,8",0.13,1,8,"0,13",0,0,13,"0,11",0,0,11,"0,1",0,0,1,0,0,0,0,"1,5","0,2","8,15",1,0,0,0,0,0,0,0,3,8,0,,,,,,,,,Saint Vincent,SVC,1315-4147,True,,
2026-27,softball,Presidents Athletic Conference (PAC),pac,Saint Vincent,Haley Hamilton,Haley,Hamilton,,30064,Haley Hamilton,0,0SVC,16,3,,,21,3,4,4,1,0,0,1,0,0,9,5,0,0,0,0,0,0,0,0,0,0,0,0.227,5,22,0,.000,.190,.238,10,1,1,0,1,4,0,0,0,12,.917,4,1.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,5,3,"2,9",0.22,2,9,"4,13",0.31,4,13,"4,12",0.33,4,12,0,0,0,0,0,0,0,0,"0,2","1,2","4,13",1,0,0,0,36,0,0,0,0,9,0,,,,,,,,,Saint Vincent,SVC,1315-4438,True,,
2026-27,softball,Presidents Athletic Conference (PAC),pac,Westminster,Faith Jones,Faith,Jones,,1451,Faith Jones,0,0WES,41,41,,,131,43,53,17,18,1,0,15,0,0,8,3,4,1,3,3,0,1,0,0,0,1,0,0.456,73,153,5,.800,.405,.557,250,12,1,3,0,28,4,1,0,263,.996,32,.875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,24,48,"8,26",0.31,8,26,"20,50",0.40,20,50,"14,33",0.42,14,33,"4,9",0.44,4,9,0,0,0,0,"34,66","6,8","32,58",24,0,0,0,0,0,0,0,13,22,0,,,,,,,,,Westminster,WES,0,True,,
2026-27,softball,Presidents Athletic Conference (PAC),pac,Westminster,Kylie Anthony,Kylie,Anthony,,1451,Kylie Anthony,0,0WES,39,38,,,108,41,42,25,13,8,1,18,0,1,6,3,3,1,5,2,0,0,0,0,0,1,0,0.473,74,134,4,.750,.389,.685,22,13,2,0,0,0,0,0,0,37,.946,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,6,27,31,"12,27",0.44,12,27,"28,62",0.45,28,62,"21,42",0.50,21,42,"4,10",0.40,4,10,0,0,0,0,"9,16","10,18","47,74",4,0,0,0,"0,1",0,0,1,14,20,0,,,,,,,,,Westminster,WES,0,True,,
2026-27,softball,Presidents Athletic Conference (PAC),pac,Westminster,Morgan O'Brien,Morgan,O'Brien,,1451,Morgan O'Brien,0,0WES,42,41,,,125,39,61,46,16,3,2,11,0,0,8,2,4,0,2,6,0,0,0,2,0,2,0,0.507,89,144,4,1.000,.488,.712,79,44,6,0,0,0,0,6,0,129,.953,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,23,37,"21,45",0.47,21,45,"44,84",0.52,44,84,"33,58",0.57,33,58,"6,13",0.46,6,13,0,0,0,0,"8,15","14,24","67,95",13,0,0,0,"0,1",0,0,1,20,21,0,,,,,,,,,Westminster,WES,0,True,,
2026-27,softball,Presidents Athletic Conference (PAC),pac,Westminster,Lily Jordan,Lily,Jordan,,1451,Lily Jordan,0,0WES,42,41,,,128,33,53,49,15,1,8,13,0,3,10,1,4,0,0,1,0,0,0,1,0,2,0,0.476,94,145,4,1.000,.414,.734,202,10,2,0,0,0,0,9,0,214,.991,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,23,39,"19,51",0.37,19,51,"39,89",0.44,39,89,"29,58",0.50,29,58,"7,11",0.64,7,11,0,0,0,0,"10,22","13,18","56,99",1,0,0,0,0,0,0,0,11,31,0,,,,,,,,,Westminster,WES,0,True,,
2026-27,softball,Presidents Athletic Conference (PAC),pac,Westminster,Ava Karpa,Ava,Karpa,,1451,Ava Karpa,0,0WES,42,42,,,126,17,51,28,7,0,1,6,0,4,5,1,4,0,1,3,0,1,0,0,0,1,0,0.439,61,141,4,1.000,.405,.484,54,71,5,0,0,0,0,5,0,130,.962,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,4,22,42,"19,41",0.46,19,41,"30,74",0.41,30,74,"23,54",0.43,23,54,"6,13",0.46,6,13,0,0,0,0,"14,24","6,11","42,79",14,0,0,0,0,0,0,0,12,28,0,,,,,,,,,Westminster,WES,0,True,,
2026-27,softball,Presidents Athletic Conference (PAC),pac,Westminster,Sofia Ortiz,Sofia,Ortiz,,1451,Sofia Ortiz,0,0WES,28,15,,,56,7,18,7,2,0,0,5,0,0,10,2,0,0,3,0,0,0,0,0,0,0,0,0.377,20,64,0,.000,.321,.357,13,9,0,1,0,3,0,0,0,22,1.000,3,1.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,16,12,"8,20",0.40,8,20,"12,32",0.38,12,32,"10,21",0.48,10,21,0,0,0,0,0,0,0,0,"2,9","1,5","22,38",13,0,0,0,20,0,0,0,7,10,0,,,,,,,,,Westminster,WES,0,True,,
2026-27,softball,Presidents Athletic Conference (PAC),pac,Westminster,Leah Taliani,Leah,Taliani,,1451,Leah Taliani,0,0WES,32,23,,,60,7,16,3,2,0,0,13,0,1,8,4,0,1,2,0,0,0,0,0,0,0,0,0.405,18,76,1,.000,.267,.300,24,0,1,0,0,0,0,0,0,25,.960,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,12,22,"3,16",0.19,3,16,"7,33",0.21,7,33,"6,23",0.26,6,23,0,0,0,0,0,0,0,0,"6,16","1,6","15,38",2,0,0,0,1,0,0,0,4,21,0,,,,,,,,,Westminster,WES,0,True,,
2026-27,softball,Presidents Athletic Conference (PAC),pac,Westminster,Emily Watts,Emily,Watts,,1451,Emily Watts,0,0WES,18,4,,,18,5,4,1,1,0,0,3,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0.364,5,22,0,.000,.222,.278,3,4,0,0,0,0,0,0,0,7,1.000,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,4,"1,7",0.14,1,7,"1,11",0.09,1,11,"1,7",0.14,1,7,0,0,0,0,0,0,0,0,"2,2","1,2","5,13",1,0,0,0,16,0,0,0,0,9,0,,,,,,,,,Westminster,WES,0,True,,
2026-27,softball,Presidents Athletic Conference (PAC),pac,Westminster,Sam Levac,Sam,Levac,,1451,Sam Levac,0,0WES,40,40,,,96,20,35,12,2,1,0,8,0,1,18,11,11,1,9,1,0,0,0,0,0,1,0,0.415,39,115,12,.917,.365,.406,58,4,1,0,0,0,0,1,0,63,.984,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,28,24,"8,33",0.24,8,33,"18,52",0.35,18,52,"12,36",0.33,12,36,"5,9",0.56,5,9,0,0,0,0,"12,18","6,11","35,65",11,0,0,0,0,0,0,0,15,23,0,,,,,,,,,Westminster,WES,0,True,,
2026-27,softball,Presidents Athletic Conference (PAC),pac,Westminster,Kelly Troup,Kelly,Troup,,1451,Kelly Troup,0,0WES,39,36,,,94,19,27,17,3,0,0,3,0,0,6,3,7,1,4,1,0,0,0,0,0,1,0,0.306,30,102,8,.875,.287,.319,33,0,0,0,0,0,0,0,0,33,1.000,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,28,32,"11,37",0.30,11,37,"17,53",0.32,17,53,"15,42",0.36,15,42,"3,3",1.00,3,3,0,0,0,0,"8,22","5,6","31,58",15,0,0,0,0,0,0,0,19,33,0,,,,,,,,,Westminster,WES,0,True,,
