season,sport,conference,conference_code,team,player_name,first_name,last_name,position,team_code,name,checkname,linkup_name,games_played,games_started,uniform,year,team_name,team_id,sdrm_id,goal_stats_shootout_goals,goal_stats_free_positiong_goals,goal_stats_game_tying_goals,goal_stats_empty_net_goals,goal_stats_overtime_goals,goal_stats_first_goals,goal_stats_unassisted_goals,goal_stats_short_handed_goals,goal_stats_power_play_goals,goal_stats_game_winning_goals,penalty_stats_number,penalty_stats_minutes,penalty_stats_fouls,penalty_stats_green_cards,penalty_stats_yellow_cards,penalty_stats_red_cards,penalty_stats_match,penalty_stats_major,penalty_stats_minor,misc_stats_powerplay_opps,misc_stats_powerplay_goals,misc_stats_faceoffs_won,misc_stats_faceoffs_lost,misc_stats_ground_balls,misc_stats_draw_controls,misc_stats_turnovers,misc_stats_caused_turnovers,misc_stats_minutes_played,misc_stats_seconds,misc_stats_faceoffs_taken,misc_stats_penalty_killing_pct,goalie_stats_games_played,goalie_stats_minutes,goalie_stats_goals_allowed,goalie_stats_saves,goalie_stats_shutouts,goalie_stats_win,goalie_stats_loss,goalie_stats_tie,goalie_stats_powerplay_goals_allowed,goalie_stats_shorthanded_goals_allowed,goalie_stats_emptynet_goals_allowed,goalie_stats_shots_faced,goalie_stats_goals_against_avg,goalie_stats_save_pct,shot_stats_shots_on_goal,shot_stats_shots,shot_stats_free_position_shots,shot_stats_points,shot_stats_assists,shot_stats_goals,shot_stats_shots_on_goal_pct,avg_points_game,goalie_stats,goal_stats,penalty_stats,misc_stats,shot_stats,composite_score,global_rank,rating
2026-27,mlax,Middle Atlantic Conferences (MAC),mac,Stevens,Matthew Pergola,Matthew,Pergola,,679,Matthew Pergola,"PERGOLA,MATTHEW",PERGOLAMATTHEWSTEVENS,21,21,,,Stevens,STEVENS,1230-7237,0,0,0,0,0,3,14,1,6,2,0,0,0,0,0,0,0,1,1,0,0,0,0,27,0,19,9,1198:00,257,0,1.000,,,,,,,,,,,,,,,118,167,0,107,44,63,.707,5.10,,,,,,21.7137837312473,11,96
2026-27,mlax,USA South Athletic Conference,usa_south_athletic_confe,Pfeiffer,Tiger Hopkins,Tiger,Hopkins,,542,Tiger Hopkins,"HOPKINS,TIGER",HOPKINSTIGERPFEIFFER,19,19,,,Pfeiffer,PFEIFFER,354-2410,0,0,0,0,1,3,11,1,11,4,0,0,0,0,0,0,0,3,1,0,0,0,0,29,0,36,16,1129:00,66,0,1.000,,,,,,,,,,,,,,,77,104,0,100,49,51,.740,5.26,,,,,,21.40353638535038,12,96
2026-27,mlax,Old Dominion Athletic Conference (ODAC),odac,Washington and Lee,Luke Caldwell,Luke,Caldwell,,752,Luke Caldwell,"CALDWELL,LUKE",CALDWELLLUKEWLU,22,22,,,Washington and Lee,WLU,1299-9444,0,0,0,0,0,2,15,0,1,4,0,0,0,0,0,0,0,1,2,0,0,0,0,39,0,45,8,1323:00,53,0,1.000,,,,,,,,,,,,,,,98,151,0,102,50,52,.649,4.64,,,,,,21.32743041954324,13,95
2026-27,mlax,New England Small College Athletic Conference (NESCAC),nescac,Tufts,Brooks Hauser,Brooks,Hauser,,717,Brooks Hauser,"HAUSER,BROOKS",HAUSERBROOKSTUFTS,23,23,,,Tufts,TUFTS,1129-4396,0,0,0,0,0,4,16,0,3,4,0,0,0,0,0,0,0,2,4,0,0,0,0,37,0,30,10,1380:00,0,0,1.000,,,,,,,,,,,,,,,124,189,0,105,31,74,.656,4.57,,,,,,21.25963405610623,14,95
2026-27,mlax,Old Dominion Athletic Conference (ODAC),odac,Lynchburg,Riley Hastings,Riley,Hastings,,374,Riley Hastings,"HASTINGS,RILEY",HASTINGSRILEYLYN,21,21,,,Lynchburg,LYN,1293-2416,0,0,0,0,0,5,41,2,2,4,0,0,0,0,0,0,0,2,2,0,0,0,0,23,0,36,3,1260:00,12,0,1.000,,,,,,,,,,,,,,,108,171,0,109,42,67,.632,5.19,,,,,,21.225202389730523,15,95
2026-27,mlax,Middle Atlantic Conferences (MAC),mac,Stevens,Jack Tenaglia,Jack,Tenaglia,,679,Jack Tenaglia,"TENAGLIA,JACK",TENAGLIAJACKSTEVENS,21,19,,,Stevens,STEVENS,1230-7567,0,0,0,0,0,1,17,0,3,1,0,0,0,0,0,0,0,1,1,0,0,0,0,30,0,15,8,1078:00,257,0,1.000,,,,,,,,,,,,,,,62,82,0,100,60,40,.756,4.76,,,,,,21.034096452341974,16,95
2026-27,mlax,North Atlantic Conference (NAC),nac,Maine Maritime,Trey Marcil,Trey,Marcil,,378,Trey Marcil,"MARCIL,TREY",MARCILTREYMMA,16,16,,,Maine Maritime,MMA,1208-1620,0,0,0,0,0,1,11,1,10,1,0,0,0,0,0,0,0,1,3,0,0,0,0,58,0,42,9,983:00,53,0,1.000,,,,,,,,,,,,,,,57,94,0,94,59,35,.606,5.88,,,,,,20.956926434961314,17,95
2026-27,mlax,North Coast Athletic Conference (NCAC),ncac,Wooster,Lane Kellogg,Lane,Kellogg,,807,Lane Kellogg,"KELLOGG,LANE",KELLOGGLANEWOOSTER,18,18,,,Wooster,WOOSTER,1226-1345,0,0,0,0,0,2,18,0,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,41,0,37,5,1081:00,38,0,1.000,,,,,,,,,,,,,,,79,139,0,98,59,39,.568,5.44,,,,,,20.682161834497965,18,95
2026-27,mlax,North Atlantic Conference (NAC),nac,Husson,Kiernan Field,Kiernan,Field,,1133,Kiernan Field,"FIELD,KIERNAN",FIELDKIERNANHUSSON,16,7,,,Husson ,HUSSON,1201-4306,0,0,0,0,0,1,35,3,8,4,0,0,0,0,0,0,0,0,2,0,0,0,0,41,0,43,15,420:00,0,0,1.000,,,,,,,,,,,,,,,128,178,0,98,29,69,.719,6.13,,,,,,20.51653164440099,19,95
2026-27,mlax,North Eastern Athletic Conference,north_eastern_athletic_c,Penn College,Elliot Dotson,Elliot,Dotson,,30190,Elliot Dotson,"DOTSON,ELLIOT",DOTSONELLIOTPENN COL,19,16,,,Penn College,PENN COL,2220-1867,0,0,0,0,0,4,13,0,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,46,0,33,8,947:00,106,0,1.000,,,,,,,,,,,,,,,86,136,0,94,49,45,.632,4.95,,,,,,20.00402661252746,20,95
2026-27,mlax,USA South Athletic Conference,usa_south_athletic_confe,Greensboro,Seth Woods,Seth,Woods,,263,Seth Woods,"WOODS,SETH",WOODSSETHGREENSBO,17,17,,,Greensboro,GREENSBO,0,0,0,0,0,0,1,30,2,2,6,0,0,0,0,0,0,0,3,7,0,0,0,0,58,0,52,11,1011:00,51,0,1.000,,,,,,,,,,,,,,,118,201,0,94,29,65,.587,5.53,,,,,,19.930741197537134,21,95
2026-27,mlax,Middle Atlantic Conferences (MAC),mac,York,Davis Fisher,Davis,Fisher,,815,Davis Fisher,"FISHER,DAVIS",FISHERDAVISYCP,22,22,,,York,YCP,140-3673,0,0,0,0,0,1,24,0,3,2,0,0,0,0,0,0,0,2,2,0,0,0,0,31,0,32,6,1313:00,42,0,1.000,,,,,,,,,,,,,,,91,144,0,97,51,46,.632,4.41,,,,,,19.907360768548465,22,95
2026-27,mlax,North Eastern Athletic Conference,north_eastern_athletic_c,Pitt-Bradford,Luke Amberman,Luke,Amberman,,1315,Luke Amberman,"AMBERMAN,LUKE",AMBERMANLUKEPITT.-BR,17,12,,,Pitt-Bradford,PITT.-BR,0,0,0,0,0,0,4,20,0,12,4,0,0,0,0,0,0,0,2,2,0,0,0,0,51,0,40,12,723:00,0,0,1.000,,,,,,,,,,,,,,,129,222,0,95,26,69,.581,5.59,,,,,,19.854158210867247,23,95
2026-27,mlax,Presidents Athletic Conference (PAC),pac,Allegheny,JP Rakis,JP,Rakis,,19,JP Rakis,"RAKIS,JP",RAKISJPALL,16,16,,,Allegheny,ALL,1213-3323,0,0,0,0,0,1,20,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,53,7,960:00,0,0,1.000,,,,,,,,,,,,,,,61,100,0,90,54,36,.610,5.63,,,,,,19.69609077281272,24,95
2026-27,mlax,Liberty League (LL),ll,RIT,Erich Acton,Erich,Acton,,580,Erich Acton,"ACTON,ERICH",ACTONERICHRIT,24,24,,,RIT,RIT,1008-11526,0,0,0,0,0,3,14,0,7,3,0,0,0,0,0,0,0,2,1,0,0,0,0,45,0,29,9,1442:00,76,0,1.000,,,,,,,,,,,,,,,98,124,0,95,34,61,.790,3.96,,,,,,19.64669191370483,25,95
2026-27,mlax,Middle Atlantic Conferences (MAC),mac,York,Cory Bergmann,Cory,Bergmann,,815,Cory Bergmann,"BERGMANN,CORY",BERGMANNCORYYCP,22,22,,,York,YCP,140-3864,0,0,0,0,1,4,29,0,6,5,0,0,0,0,0,0,0,2,3,0,0,0,0,36,0,38,4,1313:00,42,0,1.000,,,,,,,,,,,,,,,115,170,0,97,38,59,.676,4.41,,,,,,19.334129846663778,26,95
2026-27,mlax,Michigan Intercollegiate Athletic Association (MIAA),miaa,Hope,"Hoexum, Preston",Preston,Hoexum,,286,"Hoexum, Preston","HOEXUM,PRESTON",HOEXUMPRESTONHOPE,21,20,,,Hope,HOPE,1087-4027,0,0,0,0,0,2,17,0,2,3,0,0,0,0,0,0,0,0,1,0,0,0,0,41,0,42,10,1155:00,102,0,1.000,,,,,,,,,,,,,,,112,171,0,94,30,64,.655,4.48,,,,,,19.253178601872442,27,95
2026-27,mlax,Ohio Athletic Conference (OAC),oac,Baldwin Wallace,Bennet Trout,Bennet,Trout,,46,Bennet Trout,"TROUT,BENNET",TROUTBENNETBALDWIN,18,17,,,Baldwin Wallace,BALDWIN,1273-1885,0,0,0,0,0,1,17,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,39,9,1021:00,29,0,1.000,,,,,,,,,,,,,,,61,112,0,89,51,38,.545,4.94,,,,,,18.76822766463089,28,95
2026-27,mlax,Liberty League (LL),ll,RIT,Ryan Sanders,Ryan,Sanders,,580,Ryan Sanders,"SANDERS,RYAN",SANDERSRYANRIT,24,21,,,RIT,RIT,1008-11972,0,0,0,0,1,2,26,0,7,3,0,0,0,0,0,0,0,1,1,0,0,0,0,27,0,37,6,1262:00,76,0,1.000,,,,,,,,,,,,,,,132,221,0,95,26,69,.597,3.96,,,,,,18.345630375173265,29,95
2026-27,mlax,New England Small College Athletic Conference (NESCAC),nescac,Tufts,Chase Beyer,Chase,Beyer,,717,Chase Beyer,"BEYER,CHASE",BEYERCHASETUFTS,23,23,,,Tufts,TUFTS,1129-4658,0,0,0,0,0,1,11,0,4,4,0,0,0,0,0,0,0,0,1,0,0,0,0,56,0,40,7,1380:00,0,0,1.000,,,,,,,,,,,,,,,92,123,0,87,32,55,.748,3.78,,,,,,18.21062380324848,30,95
2026-27,mlax,Michigan Intercollegiate Athletic Association (MIAA),miaa,Albion,Cal Stearns,Cal,Stearns,,15,Cal Stearns,"STEARNS,CAL",STEARNSCALALBION,19,17,,,Albion,ALBION,0,0,0,0,0,0,4,40,0,2,4,0,0,0,0,0,0,0,5,0,0,0,0,0,41,0,41,9,1019:00,78,0,1.000,,,,,,,,,,,,,,,171,293,0,90,23,67,.584,4.74,,,,,,18.089083349872563,31,95
2026-27,mlax,Little East Conference (LEC),lec,Mass. Maritime,Daniel Kane,Daniel,Kane,,399,Daniel Kane,"KANE,DANIEL",KANEDANIELMASS. MA,19,19,,,Mass. Maritime,MASS. MA,0,0,0,0,0,0,0,15,0,5,2,0,0,0,0,0,0,0,1,5,0,0,0,0,43,0,45,9,1164:00,124,0,1.000,,,,,,,,,,,,,,,79,114,0,85,39,46,.693,4.47,,,,,,17.864444272920323,32,95
2026-27,mlax,Landmark Conference,landmark_conference,Elizabethtown,Tristan Coleman,Tristan,Coleman,,211,Tristan Coleman,"COLEMAN,TRISTAN",COLEMANTRISTANETOWN,19,19,,,Elizabethtown,ETOWN,993-5935,0,0,0,0,0,3,21,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,39,9,1141:00,20,0,1.000,,,,,,,,,,,,,,,83,108,0,87,41,46,.769,4.58,,,,,,17.7911962896254,33,95
2026-27,mlax,Centennial Conference,centennial_conference,Swarthmore,Clay Almgren,Clay,Almgren,,686,Clay Almgren,"ALMGREN,CLAY",ALMGRENCLAYSWARTHMO,18,18,,,Swarthmore,SWARTHMO,670-5768,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,39,6,1084:00,85,0,1.000,,,,,,,,,,,,,,,78,142,0,85,37,48,.549,4.72,,,,,,17.20724032808097,34,95
2026-27,mlax,USA South Athletic Conference,usa_south_athletic_confe,Pfeiffer,Dylan Sullivan,Dylan,Sullivan,,542,Dylan Sullivan,"SULLIVAN,DYLAN",SULLIVANDYLANPFEIFFER,19,19,,,Pfeiffer,PFEIFFER,354-2153,0,0,0,0,0,0,10,0,6,4,0,0,0,0,0,0,0,4,5,0,0,0,0,17,0,17,4,1135:00,112,0,1.000,,,,,,,,,,,,,,,110,141,0,92,25,67,.780,4.84,,,,,,17.154321630673667,35,95
2026-27,mlax,North Atlantic Conference (NAC),nac,Maine Maritime,Ryan Parent,Ryan,Parent,,378,Ryan Parent,"PARENT,RYAN",PARENTRYANMMA,16,16,,,Maine Maritime,MMA,1208-2287,0,0,0,0,0,2,19,1,9,3,0,0,0,0,0,0,0,2,3,0,0,0,0,52,0,32,7,983:00,53,0,1.000,,,,,,,,,,,,,,,95,158,0,83,27,56,.601,5.19,,,,,,17.09300094041514,36,95
2026-27,mlax,Heartland Collegiate Athletic Conference (HCAC),hcac,Alfred St.,Matthew Bridges,Matthew,Bridges,,30170,Matthew Bridges,"BRIDGES,MATTHEW",BRIDGESMATTHEWALFRED S,16,16,,,Alfred St.,ALFRED S,1447-3320,0,0,0,0,0,3,18,0,7,2,0,0,0,0,0,0,0,2,0,0,0,0,0,69,0,36,24,960:00,0,0,1.000,,,,,,,,,,,,,,,86,126,0,72,16,56,.683,4.50,,,,,,16.968969051690575,37,95
2026-27,mlax,Old Dominion Athletic Conference (ODAC),odac,Roanoke,Julian Kammerman,Julian,Kammerman,,578,Julian Kammerman,"KAMMERMAN,JULIAN",KAMMERMANJULIANROANOKE,19,19,,,Roanoke,ROANOKE,1296-3163,0,0,0,0,0,4,24,1,4,4,0,0,0,0,0,0,0,4,2,0,0,0,0,34,0,34,16,1136:00,14,0,1.000,,,,,,,,,,,,,,,88,134,0,80,30,50,.657,4.21,,,,,,16.962761402491726,38,95
2026-27,mlax,North Coast Athletic Conference (NCAC),ncac,Ohio Wesleyan,Henry Ross,Henry,Ross,,520,Henry Ross,"ROSS,HENRY",ROSSHENRYOWU,18,18,,,Ohio Wesleyan,OWU,1222-3044,0,0,0,0,0,2,24,0,5,1,0,0,0,0,0,0,0,0,3,0,0,0,0,56,0,47,15,1070:00,87,0,1.000,,,,,,,,,,,,,,,76,123,0,75,29,46,.618,4.17,,,,,,16.646395636877344,39,95
2026-27,mlax,Presidents Athletic Conference (PAC),pac,Chatham,Thomas Whitaker,Thomas,Whitaker,,10972,Thomas Whitaker,"WHITAKER,THOMAS",WHITAKERTHOMASCHATHAM,18,18,,,Chatham,CHATHAM,0,0,0,0,0,0,2,14,0,13,5,0,0,0,0,0,0,0,1,0,0,0,0,0,32,0,15,12,1043:00,145,0,1.000,,,,,,,,,,,,,,,117,172,0,86,5,81,.680,4.78,,,,,,16.576446657151294,40,95
2026-27,mlax,North Eastern Athletic Conference,north_eastern_athletic_c,Pitt-Bradford,Logan Watts,Logan,Watts,,1315,Logan Watts,"WATTS,LOGAN",WATTSLOGANPITT.-BR,17,17,,,Pitt-Bradford,PITT.-BR,0,0,0,0,0,1,2,4,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,40,6,1026:00,31,0,1.000,,,,,,,,,,,,,,,68,117,0,80,41,39,.581,4.71,,,,,,16.48607165142634,41,95
2026-27,mlax,Centennial Conference,centennial_conference,Muhlenberg,Chase Kusko,Chase,Kusko,,453,Chase Kusko,"KUSKO,CHASE",KUSKOCHASEMUHLENBE,18,18,,,Muhlenberg,MUHLENBE,669-3195,0,0,0,0,0,0,6,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,49,0,32,4,1065:00,121,0,1.000,,,,,,,,,,,,,,,33,58,0,75,58,17,.569,4.17,,,,,,16.41133811060863,42,95
2026-27,mlax,Middle Atlantic Conferences (MAC),mac,Misericordia,Jack Simone,Jack,Simone,,16142,Jack Simone,"SIMONE,JACK",SIMONEJACKMISERICO,16,15,,,Misericordia,MISERICO,1308-7932,0,0,0,0,0,2,14,0,2,2,0,0,0,0,0,0,0,1,2,0,0,1,0,37,0,33,5,886:00,3,1,1.000,,,,,,,,,,,,,,,62,106,0,81,36,45,.585,5.06,,,,,,16.32737285719056,43,95
2026-27,mlax,Landmark Conference,landmark_conference,Moravian,Nick Coffaro,Nick,Coffaro,,443,Nick Coffaro,"COFFARO,NICK",COFFARONICKMOR,17,17,,,Moravian,MOR,0,0,0,0,0,0,3,27,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,29,0,51,2,1020:00,2,0,1.000,,,,,,,,,,,,,,,64,123,0,81,47,34,.520,4.76,,,,,,16.172112997437193,44,95
2026-27,mlax,New England Small College Athletic Conference (NESCAC),nescac,Tufts,Will Emsing,Will,Emsing,,717,Will Emsing,"EMSING,WILL",EMSINGWILLTUFTS,23,1,,,Tufts,TUFTS,1129-4661,0,0,0,0,0,0,16,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,35,0,13,2,60:00,0,0,1.000,,,,,,,,,,,,,,,59,94,0,80,46,34,.628,3.48,,,,,,16.154792517197244,45,95
2026-27,mlax,Little East Conference (LEC),lec,Mass. Maritime,James Sullivan,James,Sullivan,,399,James Sullivan,"SULLIVAN,JAMES",SULLIVANJAMESMASS. MA,19,19,,,Mass. Maritime,MASS. MA,0,0,0,0,0,0,3,32,1,1,2,0,0,0,0,0,0,1,4,2,0,0,0,0,43,0,41,6,1164:00,124,0,1.000,,,,,,,,,,,,,,,99,134,0,81,22,59,.739,4.26,,,,,,16.071435592669985,46,95
2026-27,mlax,USA South Athletic Conference,usa_south_athletic_confe,Greensboro,Alex Mattoon,Alex,Mattoon,,263,Alex Mattoon,"MATTOON,ALEX",MATTOONALEXGREENSBO,17,17,,,Greensboro,GREENSBO,0,0,0,0,0,0,4,10,0,2,2,0,0,0,0,0,0,0,4,2,0,0,0,0,26,0,40,3,1011:00,51,0,1.000,,,,,,,,,,,,,,,91,131,0,83,34,49,.695,4.88,,,,,,16.01732817052947,47,95
2026-27,mlax,Middle Atlantic Conferences (MAC),mac,Stevenson,Darrell Curtis,Darrell,Curtis,,21852,Darrell Curtis,"CURTIS,DARRELL",CURTISDARRELLSTEVENSO,18,17,,,Stevenson,STEVENSO,660-5427,0,0,0,0,0,4,9,1,7,3,0,0,0,0,0,0,0,8,1,0,0,0,0,36,0,21,10,1014:00,36,0,1.000,,,,,,,,,,,,,,,96,153,0,80,21,59,.627,4.44,,,,,,16.01687387973607,48,95
2026-27,mlax,Centennial Conference,centennial_conference,Franklin & Marshall,Ben Dale,Ben,Dale,,239,Ben Dale,"DALE,BEN",DALEBENFMC,16,16,,,Franklin & Marshall,FMC,664-6119,0,0,0,0,0,1,23,0,1,1,0,0,0,0,0,0,0,1,4,0,0,0,0,26,0,34,6,963:00,22,0,1.000,,,,,,,,,,,,,,,63,101,0,78,48,30,.624,4.88,,,,,,15.960716340524653,49,95
2026-27,mlax,Conference of New England (CCC),ccc,Endicott College,Tommy Tyksinski,Tommy,Tyksinski,,8981,Tommy Tyksinski,"TYKSINSKI,TOMMY",TYKSINSKITOMMYENDICOTT,17,17,,,Endicott College,ENDICOTT,0,0,0,0,0,0,3,33,1,5,1,0,0,0,0,0,0,0,3,3,0,0,0,0,31,0,40,7,1006:00,30,0,1.000,,,,,,,,,,,,,,,82,167,0,80,29,51,.491,4.71,,,,,,15.84537056383193,50,95
2026-27,mlax,New England Small College Athletic Conference (NESCAC),nescac,Bowdoin,Sam Raye-Steiner,Sam,Raye-Steiner,,69,Sam Raye-Steiner,"RAYE-STEINER,SAM",RAYE-STEINERSAMBOWDOIN,21,21,,,Bowdoin,BOWDOIN,0,0,0,0,0,0,1,31,0,9,4,0,0,0,0,0,0,0,1,0,0,0,0,0,39,0,25,6,1260:00,0,0,1.000,,,,,,,,,,,,,,,104,156,0,80,24,56,.667,3.81,,,,,,15.81861769977289,51,95
2026-27,mlax,Presidents Athletic Conference (PAC),pac,Franciscan,Joseph James,Joseph,James,,30069,Joseph James,"JAMES,JOSEPH",JAMESJOSEPHFRA,12,12,,,Franciscan,FRA,0,0,0,0,0,0,1,31,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,21,8,701:00,69,0,1.000,,,,,,,,,,,,,,,80,137,0,77,20,57,.584,6.42,,,,,,15.79656562920988,52,95
2026-27,mlax,Northern Athletics Collegiate Conference (NACC),nacc,MSOE,Isaac Johnston,Isaac,Johnston,,20220,Isaac Johnston,"JOHNSTON,ISAAC",JOHNSTONISAACMSOE,19,19,,,MSOE,MSOE,1257-2435,0,0,0,0,1,1,24,0,2,3,0,0,0,0,0,0,1,1,2,0,0,1,0,43,0,42,10,1108:00,148,1,1.000,,,,,,,,,,,,,,,80,126,0,74,37,37,.635,3.89,,,,,,15.780328807927477,53,95
