season,sport,conference,conference_code,team,player_name,first_name,last_name,position,team_code,name,checkname,team_name,team_id,sdrm_id,games_played,games_started,uniform,year,code,shot_stats_penalty_kick_attempts,shot_stats_penalty_kick_goals,shot_stats_shots_on_goal,shot_stats_shots,shot_stats_points,shot_stats_assists,shot_stats_goals,shot_stats_penalty_shot_attempts,shot_stats_penalty_shot_goals,shot_stats_avg_shots_per_game,shot_stats_avg_sog_per_game,shot_stats_avg_points_per_game,shot_stats_avg_goals_per_game,shot_stats_avg_assists_per_game,shot_stats_shots_saved_by_goalie,goal_stats_game_tying,goal_stats_hattricks,goal_stats_overtime,goal_stats_first,goal_stats_unassisted,goal_stats_game_winning,goal_stats_avg_gw_per_game,caution_stats_fouls,caution_stats_red_cards,caution_stats_yellow_cards,caution_stats_green_cards,caution_stats_avg_fouls_per_game,caution_stats_avg_yc_per_game,caution_stats_avg_rc_per_game,caution_stats_avg_gc_per_game,misc_stats_offsides,misc_stats_corner_kicks,misc_stats_minutes_played,misc_stats_defensive_saves,misc_stats_avg_corners_per_game,misc_stats_avg_offsides_per_game,goalie_stats,goalie_stats_shots_faced,goalie_stats_ties,goalie_stats_losses,goalie_stats_wins,goalie_stats_shutouts,goalie_stats_save_percentage,goalie_stats_goals_against_avg,goalie_stats_saves,goalie_stats_goals_allowed,goalie_stats_minutes,goalie_stats_games_started,goalie_stats_games_played,goalie_stats_avg_ga_per_game,goalie_stats_save_percentage_calc,goalie_stats_avg_sho_per_game,goalie_stats_avg_saves_per_game,shot_stats,goal_stats,caution_stats,misc_stats,composite_score,global_rank,rating
2026-27,msoc,Southern California Intercollegiate Athletic Conference (SCIAC),sciac,Caltech,Matthew Luk,Matthew,Luk,,89,Matthew Luk,"LUK,MATTHEW",Caltech,CIT,1324-1778,3,3,7,0,7,0,0,6,9,8,2,3,0,0,3.00,2.00,2.67,1.000,.667,3,0,0,0,1,0,1,.333,0,0,0,0,.00,.00,.00,.00,0,,205:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,,25.48379088575917,11,96
2026-27,msoc,Old Dominion Athletic Conference (ODAC),odac,Bridgewater,"Queen, Riley",Riley,Queen,,75,"Queen, Riley","QUEEN,RILEY",Bridgewater,Eagles,1287-3505,2,2,10,0,10,0,0,6,10,8,2,3,0,0,5.00,3.00,4.00,1.500,1.000,3,0,0,0,1,0,0,.000,2,0,0,0,1.00,.00,.00,.00,0,,132:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,,25.48379088575917,12,96
2026-27,msoc,New Jersey Athletic Conference (NJAC),njac,Ramapo,"Radoncic, Dino",Dino,Radoncic,,564,"Radoncic, Dino","RADONCIC,DINO",Ramapo,RAM,1152-4090,3,3,5,0,5,0,0,6,12,8,2,3,0,0,4.00,2.00,2.67,1.000,.667,3,0,0,0,1,2,0,.000,3,0,0,0,1.00,.00,.00,.00,0,,172:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,,25.48379088575917,13,95
2026-27,msoc,Northern Athletics Collegiate Conference (NACC),nacc,Lakeland,"Jacobson, Braedin",Braedin,Jacobson,,1164,"Jacobson, Braedin","JACOBSON,BRAEDIN",Lakeland,LAK,1253-5290,4,0,16,0,16,0,0,10,14,8,0,4,0,0,3.50,2.50,2.00,1.000,.000,6,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,127:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,,24.598599317973367,14,95
2026-27,msoc,Midwest Conference (MWC),mwc,Knox,"Dera, Kestervens",Kestervens,Dera,,337,"Dera, Kestervens","DERA,KESTERVENS",Knox,KNX,1097-3386,2,2,7,0,7,0,0,4,9,8,2,3,1,1,4.50,2.00,4.00,1.500,1.000,1,1,0,0,0,1,1,.500,0,0,0,0,.00,.00,.00,.00,0,,142:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,,24.43453422619158,15,95
2026-27,msoc,Old Dominion Athletic Conference (ODAC),odac,Bridgewater,"Widrick, Trey",Trey,Widrick,,75,"Widrick, Trey","WIDRICK,TREY",Bridgewater,Eagles,1287-3512,2,2,24,0,24,0,0,3,6,8,2,3,0,0,3.00,1.50,4.00,1.500,1.000,0,0,0,0,1,0,2,1.000,2,0,0,0,1.00,.00,.00,.00,0,,135:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,,23.909905896407782,16,95
2026-27,msoc,Middle Atlantic Conferences (MAC),mac,Stevenson,"Blanco, Jaxon",Jaxon,Blanco,,21852,"Blanco, Jaxon","BLANCO,JAXON",Stevenson,STE,660-6571,2,0,36,0,36,0,0,8,12,8,0,4,0,0,6.00,4.00,4.00,2.000,.000,4,0,1,0,0,1,0,.000,0,0,0,0,.00,.00,.00,.00,0,,77:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,,23.549342658405774,17,95
2026-27,msoc,Northern Athletics Collegiate Conference (NACC),nacc,Lakeland,"DeJaynes, Andrew",Andrew,DeJaynes,,1164,"DeJaynes, Andrew","DEJAYNES,ANDREW",Lakeland,LAK,1253-5062,6,4,8,0,8,0,0,4,8,7,3,2,0,0,1.33,.67,1.17,.333,.500,2,0,0,0,0,2,0,.000,5,0,0,0,.83,.00,.00,.00,0,,303:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,,23.3608278249215,18,95
2026-27,msoc,Southern California Intercollegiate Athletic Conference (SCIAC),sciac,La Verne,"Manzano, Juan",Juan,Manzano,,341,"Manzano, Juan","MANZANO,JUAN",La Verne,ULV,1162-4009,3,3,10,0,10,0,0,4,8,7,3,2,0,0,2.67,1.33,2.33,.667,1.000,2,0,0,0,1,0,1,.333,0,0,0,0,.00,.00,.00,.00,0,,171:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,,23.3608278249215,19,95
2026-27,msoc,Michigan Intercollegiate Athletic Association (MIAA),miaa,Olivet,Marcel Jackson,Marcel,Jackson,,525,Marcel Jackson,"JACKSON,MARCEL",Olivet,OLIVET,0,2,2,10,0,10,0,0,7,16,8,0,4,0,0,8.00,3.50,4.00,2.000,.000,3,0,0,0,1,2,1,.500,0,0,0,0,.00,.00,.00,.00,0,,140:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,,23.02471432862198,20,95
2026-27,msoc,Skyline Conference,skyline_conference,Yeshiva,"Busso, Franco",Franco,Busso,,814,"Busso, Franco","BUSSO,FRANCO",Yeshiva,YU,0,2,2,7,0,7,0,0,9,14,7,1,3,0,0,7.00,4.50,3.50,1.500,.500,6,0,0,0,1,1,0,.000,3,0,1,0,1.50,.50,.00,.00,0,,128:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,,23.000264586919492,21,95
2026-27,msoc,Northern Athletics Collegiate Conference (NACC),nacc,Lakeland,"Gil, Isai",Isai,Gil,,1164,"Gil, Isai","GIL,ISAI",Lakeland,LAK,1253-5289,4,4,10,0,10,0,0,3,8,7,3,2,0,0,2.00,.75,1.75,.500,.750,1,0,0,0,0,1,0,.000,0,0,1,0,.00,.25,.00,.00,0,,194:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,,22.836199495137702,22,95
2026-27,msoc,North Coast Athletic Conference (NCAC),ncac,Wabash,"Kinnaman, Bryce",Bryce,Kinnaman,,747,"Kinnaman, Bryce","KINNAMAN,BRYCE",Wabash,WAB,1224-3541,4,4,9,0,9,0,0,6,10,8,0,4,0,0,2.50,1.50,2.00,1.000,.000,2,1,0,0,0,0,1,.250,4,0,0,0,1.00,.00,.00,.00,0,,182:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,,22.500085998838184,23,95
2026-27,msoc,Northern Athletics Collegiate Conference (NACC),nacc,Lakeland,"Davis-Troller, Jordan",Jordan,Davis-Troller,,1164,"Davis-Troller, Jordan","DAVIS-TROLLER,JORDAN",Lakeland,LAK,1253-4543,4,4,18,0,18,0,0,4,6,6,4,1,0,0,1.50,1.00,1.50,.250,1.000,3,0,0,0,0,0,0,.000,2,0,0,0,.50,.00,.00,.00,0,,194:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,,22.287121423651424,24,95
2026-27,msoc,Michigan Intercollegiate Athletic Association (MIAA),miaa,Alma,"Clark, Asher",Asher,Clark,,21,"Clark, Asher","CLARK,ASHER",Alma,Alma,1085-4314,2,2,19,0,19,0,0,5,7,8,0,4,0,0,3.50,2.50,4.00,2.000,.000,1,0,1,0,1,1,1,.500,0,0,0,0,.00,.00,.00,.00,0,,105:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,,21.97545766905439,25,95
2026-27,msoc,Northern Athletics Collegiate Conference (NACC),nacc,Rockford,"Curiel, Dasha",Dasha,Curiel,,582,"Curiel, Dasha","CURIEL,DASHA",Rockford,ROC,1256-3122,2,2,11,0,11,0,0,5,10,8,0,4,0,0,5.00,2.50,4.00,2.000,.000,1,0,0,0,2,2,1,.500,0,0,0,0,.00,.00,.00,.00,0,,180:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,,21.97545766905439,26,95
2026-27,msoc,Minnesota Intercollegiate Athletic Conference (MIAC),miac,Saint John's,Eli Ryan,Eli,Ryan,,602,Eli Ryan,"RYAN,ELI",Saint John's,SJU,0,4,3,13,0,13,0,0,3,6,6,4,1,0,0,1.50,.75,1.50,.250,1.000,2,0,0,0,0,0,0,.000,5,0,1,0,1.25,.25,.00,.00,0,,190:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,,21.762493093867626,27,95
2026-27,msoc,Skyline Conference,skyline_conference,Yeshiva,"Form, Miles",Miles,Form,,814,"Form, Miles","FORM,MILES",Yeshiva,YU,0,2,2,22,0,22,0,0,3,5,6,4,1,0,0,2.50,1.50,3.00,.500,2.000,2,0,0,0,1,0,1,.500,2,0,0,0,1.00,.00,.00,.00,0,,128:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,,21.762493093867626,28,95
2026-27,msoc,Liberty League (LL),ll,Hobart,Griffin Coutts,Griffin,Coutts,,282,Griffin Coutts,"COUTTS,GRIFFIN",Hobart,HOBART,1059-8804,3,3,2,0,2,0,0,3,4,6,4,1,0,0,1.33,1.00,2.00,.333,1.333,2,0,0,0,0,1,1,.333,0,0,0,0,.00,.00,.00,.00,0,,244:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,,21.762493093867626,29,95
2026-27,msoc,New Jersey Athletic Conference (NJAC),njac,TCNJ,"Ayar, Aidan",Aidan,Ayar,,712,"Ayar, Aidan","AYAR,AIDAN",TCNJ,TCNJ,1163-5808,3,2,22,0,22,0,0,4,6,8,0,4,0,0,2.00,1.33,2.67,1.333,.000,0,0,0,0,2,1,0,.000,3,0,0,0,1.00,.00,.00,.00,0,,177:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,,21.450829339270594,30,95
2026-27,msoc,Northern Athletics Collegiate Conference (NACC),nacc,Illinois Tech,"Balea, Paul",Paul,Balea,,30172,"Balea, Paul","BALEA,PAUL",Illinois Tech,IIT,765-1355,3,3,10,0,10,0,0,4,6,8,0,4,1,1,2.00,1.33,2.67,1.333,.000,0,0,1,0,0,2,0,.000,2,0,0,0,.67,.00,.00,.00,0,,201:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,,21.450829339270594,31,95
2026-27,msoc,Heartland Collegiate Athletic Conference (HCAC),hcac,Berea,"Gorantla, Ramesh",Ramesh,Gorantla,,30171,"Gorantla, Ramesh","GORANTLA,RAMESH",Berea,BER,921-1630,3,3,30,0,30,0,0,6,14,7,1,3,2,1,4.67,2.00,2.33,1.000,.333,3,0,1,0,0,1,1,.333,1,0,1,0,.33,.33,.00,.00,0,,188:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,,21.426379597568108,32,95
2026-27,msoc,Northern Athletics Collegiate Conference (NACC),nacc,Illinois Tech,"Graham, Cal",Cal,Graham,,30172,"Graham, Cal","GRAHAM,CAL",Illinois Tech,IIT,765-1536,3,3,7,0,7,0,0,8,12,6,2,2,0,0,4.00,2.67,2.00,.667,.667,6,1,0,0,1,2,1,.333,3,0,0,0,1.00,.00,.00,.00,0,,207:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,,21.40192985586562,33,95
2026-27,msoc,Minnesota Intercollegiate Athletic Conference (MIAC),miac,St. Scholastica,"Chastey, Parker",Parker,Chastey,,618,"Chastey, Parker","CHASTEY,PARKER",St. Scholastica,CSS,1402-7229,2,2,8,0,8,0,0,4,5,7,1,3,1,1,2.50,2.00,3.50,1.500,.500,1,0,1,0,0,2,0,.000,4,0,0,0,2.00,.00,.00,.00,0,,180:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,,20.377122938000518,34,95
2026-27,msoc,University Athletic Association (UAA),uaa,New York,"Duggal, Sandy",Sandy,Duggal,,479,"Duggal, Sandy","DUGGAL,SANDY",New York,NYU,1186-5445,2,0,17,0,17,0,0,4,4,7,1,3,0,0,2.00,2.00,3.50,1.500,.500,1,0,0,0,0,0,0,.000,1,0,0,0,.50,.00,.00,.00,0,,71:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,,20.377122938000518,35,95
2026-27,msoc,Skyline Conference,skyline_conference,Old Westbury,"Joergensen, Alexander",Alexander,Joergensen,,524,"Joergensen, Alexander","JOERGENSEN,ALEXANDER",Old Westbury,OLD,1328-3633,2,1,8,0,8,0,0,4,6,7,1,3,0,0,3.00,2.00,3.50,1.500,.500,1,1,0,0,0,0,1,.500,5,0,0,0,2.50,.00,.00,.00,0,,124:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,,20.377122938000518,36,95
2026-27,msoc,Northern Athletics Collegiate Conference (NACC),nacc,Lakeland,"Davis, Colin",Colin,Davis,,1164,"Davis, Colin","DAVIS,COLIN",Lakeland,LAK,1253-5286,4,1,17,0,17,0,0,6,14,6,2,2,0,0,3.50,1.50,1.50,.500,.500,4,0,0,0,0,0,0,.000,1,0,0,0,.25,.00,.00,.00,0,,165:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,,20.35267319629803,37,95
2026-27,msoc,North Eastern Athletic Conference,north_eastern_athletic_c,St. Mary's (Md.),"Haney, Nick",Nick,Haney,,611,"Haney, Nick","HANEY,NICK",St. Mary's (Md.),SMMD,659-3903,3,2,18,0,18,0,0,6,12,6,2,2,0,0,4.00,2.00,2.00,.667,.667,4,0,0,0,0,1,0,.000,5,0,0,0,1.67,.00,.00,.00,0,,150:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,,20.35267319629803,38,95
2026-27,msoc,Upper Midwest Athletic Conference (UMAC),umac,UW-Superior,"Davidson, Seth",Seth,Davidson,,804,"Davidson, Seth","DAVIDSON,SETH",UW-Superior,UWS,1145-2789,2,2,14,0,14,0,0,3,5,7,1,3,0,0,2.50,1.50,3.50,1.500,.500,0,0,1,0,1,1,1,.500,3,0,0,0,1.50,.00,.00,.00,0,,166:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,,19.85249460821672,39,95
2026-27,msoc,Little East Conference (LEC),lec,Eastern Connecticut,"Kadlof, Sebastian",Sebastian,Kadlof,,200,"Kadlof, Sebastian","KADLOF,SEBASTIAN",Eastern Connecticut,ECSU,1067-1774,3,3,8,0,8,0,0,3,5,7,1,3,2,2,1.67,1.00,2.33,1.000,.333,0,2,0,0,1,3,0,.000,4,0,0,0,1.33,.00,.00,.00,0,,206:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,,19.85249460821672,40,95
2026-27,msoc,Heartland Collegiate Athletic Conference (HCAC),hcac,Rose-Hulman,"Shapiro, Ryan",Ryan,Shapiro,,585,"Shapiro, Ryan","SHAPIRO,RYAN",Rose-Hulman,RHT,1038-5056,3,3,13,0,13,0,0,3,5,7,1,3,0,0,1.67,1.00,2.33,1.000,.333,0,0,0,0,2,0,2,.667,2,0,1,0,.67,.33,.00,.00,0,,154:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,,19.85249460821672,41,95
2026-27,msoc,University Athletic Association (UAA),uaa,Case Western Reserve,"Rossen, Micah",Micah,Rossen,,122,"Rossen, Micah","ROSSEN,MICAH",Case Western Reserve,CWRU,1195-3541,3,2,11,0,11,0,0,5,8,6,2,2,0,0,2.67,1.67,2.00,.667,.667,3,0,0,0,0,0,1,.333,4,0,1,0,1.33,.33,.00,.00,0,,168:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,,19.828044866514237,42,95
2026-27,msoc,College Conference of Illinois and Wisconsin (CCIW),cciw,Carthage,"Gadalinski, Dominic",Dominic,Gadalinski,,121,"Gadalinski, Dominic","GADALINSKI,DOMINIC",Carthage,CAR,681-5849,3,3,12,0,12,0,0,4,5,6,2,2,0,0,1.67,1.33,2.00,.667,.667,2,0,0,0,0,1,0,.000,3,0,1,0,1.00,.33,.00,.00,0,,194:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,,19.303416536730442,43,95
2026-27,msoc,New England Women's and Men's Athletic Conference (NEWMAC),newmac,Emerson,"Mirogiannis, Nick",Nick,Mirogiannis,,214,"Mirogiannis, Nick","MIROGIANNIS,NICK",Emerson,EMR,1013-1497,3,3,13,0,13,0,0,4,7,6,2,2,0,0,2.33,1.33,2.00,.667,.667,2,0,0,0,1,1,0,.000,2,0,1,0,.67,.33,.00,.00,0,,154:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,,19.303416536730442,44,95
2026-27,msoc,Landmark Conference,landmark_conference,Elizabethtown,"Alvarez, Caba",Caba,Alvarez,,211,"Alvarez, Caba","ALVAREZ,CABA",Elizabethtown,ELI,993-5981,3,3,11,0,11,0,0,3,6,6,2,2,0,0,2.00,1.00,2.00,.667,.667,1,0,0,0,1,1,0,.000,3,0,0,0,1.00,.00,.00,.00,0,,186:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,,18.778788206946643,45,95
2026-27,msoc,Wisconsin Intercollegiate Athletic Conference (WIAC),wiac,UW-Whitewater,"Chrisman, Tyler",Tyler,Chrisman,,805,"Chrisman, Tyler","CHRISMAN,TYLER",UW-Whitewater,UWW,1147-7815,2,2,24,0,24,0,0,3,6,6,2,2,0,0,3.00,1.50,3.00,1.000,1.000,1,0,0,0,0,1,0,.000,0,0,0,0,.00,.00,.00,.00,0,,98:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,,18.778788206946643,46,95
2026-27,msoc,North Eastern Athletic Conference,north_eastern_athletic_c,St. Mary's (Md.),"Evans, Lucas",Lucas,Evans,,611,"Evans, Lucas","EVANS,LUCAS",St. Mary's (Md.),SMMD,659-3902,3,3,7,0,7,0,0,5,5,5,3,1,0,0,1.67,1.67,1.67,.333,1.000,4,0,0,0,0,0,0,.000,5,0,1,0,1.67,.33,.00,.00,0,,191:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,,18.754338465244157,47,95
2026-27,msoc,Minnesota Intercollegiate Athletic Conference (MIAC),miac,Saint John's,Grady Monette,Grady,Monette,,602,Grady Monette,"MONETTE,GRADY",Saint John's,SJU,0,4,3,77,0,77,0,0,8,16,6,0,3,0,0,4.00,2.00,1.50,.750,.000,5,0,0,0,1,1,1,.250,8,0,0,0,2.00,.00,.00,.00,0,,164:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,,18.41822496894464,48,95
2026-27,msoc,Michigan Intercollegiate Athletic Association (MIAA),miaa,Hope,"Mindling, Jackson",Jackson,Mindling,,286,"Mindling, Jackson","MINDLING,JACKSON",Hope,HOPE,0,2,2,9,0,9,0,0,8,13,6,0,3,0,0,6.50,4.00,3.00,1.500,.000,5,0,1,0,1,0,1,.500,4,0,0,0,2.00,.00,.00,.00,0,,109:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,,18.41822496894464,49,95
2026-27,msoc,University Athletic Association (UAA),uaa,Chicago,"Kanellos, Evan",Evan,Kanellos,,137,"Kanellos, Evan","KANELLOS,EVAN",Chicago,UCHI,1202-2185,3,3,22,0,22,0,0,2,7,6,2,2,2,2,2.33,.67,2.00,.667,.667,0,0,0,0,0,2,2,.667,5,0,1,0,1.67,.33,.00,.00,0,,255:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,,18.25415987716285,50,95
2026-27,msoc,New Jersey Athletic Conference (NJAC),njac,Ramapo,"Oh, David",David,Oh,,564,"Oh, David","OH,DAVID",Ramapo,RAM,1152-4388,3,3,7,0,7,0,0,7,11,6,0,3,1,1,3.67,2.33,2.00,1.000,.000,4,0,0,0,2,2,2,.667,1,0,0,0,.33,.00,.00,.00,0,,220:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,,17.893596639160844,51,95
2026-27,msoc,College Conference of Illinois and Wisconsin (CCIW),cciw,North Central,"Sargent, Joseph",Joseph,Sargent,,492,"Sargent, Joseph","SARGENT,JOSEPH",North Central,NCC,685-7639,3,3,11,0,11,0,0,7,13,6,0,3,1,1,4.33,2.33,2.00,1.000,.000,4,0,0,0,1,2,2,.667,9,0,0,0,3.00,.00,.00,.00,0,,245:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,,17.893596639160844,52,95
2026-27,msoc,USA South Athletic Conference,usa_south_athletic_confe,Pfeiffer,"Owens, Barrett",Barrett,Owens,,542,"Owens, Barrett","OWENS,BARRETT",Pfeiffer,PFE,354-2243,2,2,32,0,32,0,0,3,3,5,3,1,0,0,1.50,1.50,2.50,.500,1.500,2,0,0,0,0,0,1,.500,1,0,0,0,.50,.00,.00,.00,0,,92:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,,17.705081805676564,53,95
